ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,start_position,end_position,WT/WT_mean_expression,WT/FC_mean_expression,FC/FC_mean_expression,WT/VS_mean_expression,VS/VS_mean_expression,Agora_target,Cluster_ID
ENSMUSG00000026701,Prdx6,11758,1,161067682,161078789,-0.292692257812367,-0.691944210128541,-0.457507184854872,0.96287436755737,0.641126461086925,yes,1
ENSMUSG00000026728,Vim,22352,2,13578738,13587637,0.0523302117135101,-0.952024088712139,-0.00789204629541314,0.547109349714161,0.241893574068803,yes,1
ENSMUSG00000026748,Plxdc2,67448,2,16361115,16760650,0.192964671841134,0.680247903682683,0.355045278298312,-0.490237637243535,-0.8260563951525,yes,2
ENSMUSG00000026750,Psmb7,19177,2,38478048,38534099,0.0385965264381718,-0.574044430608868,-0.574276720966033,0.500037550738841,0.532902643685272,no,1
ENSMUSG00000026755,Arpc5l,74192,2,38895360,38905889,-0.197917144887853,-0.502048611282124,-0.470593977640701,0.346474276274205,0.930685931928772,no,1
ENSMUSG00000026764,Kif5c,16574,2,49509310,49664790,0.0208584876820681,0.595311845758746,0.633835691417732,-0.668156355461857,-0.547884214678418,no,2
ENSMUSG00000026770,Il2ra,16184,2,11647618,11698004,0.484462299842661,-0.622308562912624,0.332342352980842,-0.116329907214996,-0.493371954487228,no,2
ENSMUSG00000026771,Spopl,76857,2,23396232,23462118,-0.0855566259266945,0.776474833477991,0.442250849659283,-0.286287430964611,-0.718007920677911,no,2
ENSMUSG00000026796,Niban2,227737,2,32766126,32815266,0.0467459460654631,-0.700104111531475,-0.382632751063395,0.665140888661144,0.277448559024778,no,1
ENSMUSG00000026797,Stxbp1,20910,2,32677614,32737257,0.10459582371004,0.578348230337373,0.430173226066433,-0.304188088975639,-0.839180373059209,yes,2
ENSMUSG00000026812,Tsc1,64930,2,28531240,28581179,0.100577094029304,0.464806319310079,0.273684654697842,-0.872554296965241,-0.00321273165134805,no,2
ENSMUSG00000026817,Ak1,11636,2,32511770,32525070,-0.160571940239734,-0.652278499263325,-0.215255830178902,0.809823377677525,0.284355305579006,yes,1
ENSMUSG00000026820,Ptges2,96979,2,32285908,32295784,-0.0974093869177109,-0.0704255599319414,-0.624034649026657,0.622036986142983,0.23702085326068,no,1
ENSMUSG00000026824,Kcnj3,16519,2,55325982,55488157,-0.0366675252954781,0.742347379983276,0.409966639264648,-0.865790437398036,-0.160493130917579,yes,2
ENSMUSG00000026825,Dnm1,13429,2,32198483,32243350,-0.159530976914168,0.435402794822902,0.614156254208965,-0.0852024566172276,-0.648893816579529,yes,2
ENSMUSG00000026827,Gpd2,14571,2,57127647,57260731,0.00838377678095174,0.87730229566062,0.358234342277541,-0.6192302054749,-0.55786951719146,no,2
ENSMUSG00000026839,Upp2,76654,2,58457310,58682983,-0.277631278595264,1.01449797913689,-0.214626493359188,-0.0333461198076577,-0.196129130167036,no,2
ENSMUSG00000026856,Dolpp1,57170,2,30282266,30290541,-0.164406601592294,-0.538505229787917,-0.405660947234232,0.701558008628473,0.485444285364439,no,1
ENSMUSG00000026857,Ntmt1,66617,2,30697838,30713045,-0.232637253392421,-0.674869358891991,-0.200377679090397,0.67612567697807,0.549997441200156,no,1
ENSMUSG00000026860,Sh3glb2,227700,2,30234821,30249349,-0.216639906715051,-0.623169724453856,-0.433468691057701,0.769816388785067,0.614011053106477,yes,1
ENSMUSG00000026867,Gapvd1,66691,2,34564606,34645244,0.0326798761168441,0.710753430559446,0.53817961874122,-0.778065462361138,-0.46882791759743,no,2
ENSMUSG00000026895,Ndufa8,68375,2,35926338,35939418,-0.16884696572926,-0.569947986761417,-0.413532908448489,0.579545870805731,0.651921548866868,no,1
ENSMUSG00000026904,Slc4a10,94229,2,61876806,62157074,-0.0344670573323147,0.734227704786823,0.512816097395925,-0.546586354303138,-0.578954455482487,yes,2
ENSMUSG00000026915,Strbp,20744,2,37373240,37593871,0.0655135993884597,0.626697559190963,0.46108343724529,-0.815079210406325,-0.335125788360425,no,2
ENSMUSG00000026921,Egfl7,353156,2,26470026,26483132,-0.159194946242303,-0.426627639964078,-0.38542869667307,0.600383709847078,0.454711479383807,no,1
ENSMUSG00000026923,Notch1,18128,2,26347915,26406675,0.170929801308537,0.512329072592919,0.285085930230501,-0.503364827009025,-0.550483238721565,no,2
ENSMUSG00000026924,Sec16a,227648,2,26299443,26335228,0.111606998835277,0.607570631667654,0.320575789941224,-0.467204086996493,-0.605623696601871,no,2
ENSMUSG00000026926,Pmpca,66865,2,26279351,26287134,-0.0662531047766828,-0.626913369875669,-0.355855527395375,0.611958784683545,0.434510265123747,no,1
ENSMUSG00000026927,Entr1,68112,2,26272814,26279328,-0.107445371687119,-0.573768234369756,-0.369087738934708,0.500536501544337,0.582534852681704,no,1
ENSMUSG00000026928,Card9,332579,2,26242188,26250930,-0.129005295444454,0.444950171858273,-0.711312027123625,0.374649511838243,0.154550791443118,no,1
ENSMUSG00000026959,Grin1,14810,2,25181193,25209199,0.0691241305042537,0.347918313760038,0.377290044740059,-0.45426213703686,-0.36292025703233,no,2
ENSMUSG00000026961,Lrrc26,227618,2,25179927,25181192,-0.134976283558677,0.550777431942309,0.612625020793735,-0.364243463545794,-0.51705237363412,no,2
ENSMUSG00000026966,Ssna1,68475,2,25161051,25162450,-0.0299913564668016,-0.839435324388895,-0.266457356610323,0.724942007623954,0.36348260349307,no,1
ENSMUSG00000026999,Nup35,69482,2,80447580,80489250,0.0439592349582137,-0.768068619181343,-0.307991345882948,0.7947405746659,0.140385010956516,no,1
ENSMUSG00000027009,Itga4,16401,2,79085770,79163467,0.0256647750734421,0.560839037056192,0.619521425199643,-0.756693575607896,-0.421843656605119,no,2
ENSMUSG00000027012,Dync1i2,13427,2,71042050,71093647,-0.0898149321811415,-0.444540662061283,-0.343126163019475,0.387046471190626,0.520751430035205,no,1
ENSMUSG00000027075,Slc43a1,72401,2,84669194,84693938,-0.175958093568421,-0.730678046538248,0.00384480947935893,0.254328560181377,0.719541503410887,no,1
ENSMUSG00000027080,Med19,381379,2,84508746,84518559,-0.157522137850738,-0.72919934595492,-0.13224789552632,0.633209416123605,0.443134954433561,no,1
ENSMUSG00000027087,Itgav,16410,2,83554741,83637260,-0.0588606591965938,0.686928736374787,0.432694674545549,-0.385940831642166,-0.573432364319571,no,2
ENSMUSG00000027091,Zc3h15,69082,2,83474779,83494966,-0.138384423371934,-0.278875988791988,-0.495210427675846,0.593899008566184,0.399120483069702,no,1
ENSMUSG00000027099,Mtx2,53375,2,74656147,74708775,-0.0490685707229231,-0.356279435405993,-0.353602271176653,0.698043632120844,0.0680181202763901,no,1
ENSMUSG00000027104,Atf2,11909,2,73646853,73722983,0.0117159032778839,0.702795028880154,0.439144484273297,-0.643622023499607,-0.460254067983601,no,2
ENSMUSG00000027111,Itga6,16403,2,71575960,71688760,0.161755318565055,0.603875626438395,0.266782147100652,-0.544432268318058,-0.558974343840025,no,2
ENSMUSG00000027130,Slc12a6,107723,2,112096170,112193508,0.0754978285981882,0.736398427736765,0.612457907219424,-0.557651367636948,-0.861959631721496,no,2
ENSMUSG00000027131,Emc4,68032,2,112193356,112198372,-0.0726377140841562,-0.50384496409361,-0.346869170998398,0.39474519923838,0.541097855159869,no,1
ENSMUSG00000027133,Nop10,66181,2,112092271,112093614,-0.156447254256921,-0.360122970284785,-0.312599808358539,0.324650769925427,0.591844456143862,no,1
ENSMUSG00000027160,Ccdc34,68201,2,109848162,110003705,-0.261410708986543,-0.61731664251126,-0.242562775800408,0.45912724588918,0.806777859606306,no,1
ENSMUSG00000027162,Lin7c,22343,2,109721198,109731348,0.0301156540011026,0.394412185994873,0.516402456861317,-0.538639584563487,-0.392009770628556,no,2
ENSMUSG00000027163,Commd9,76501,2,101716592,101731991,-0.130474786129409,-0.562392908892449,-0.234052059633116,0.808469606573793,0.169440161937179,no,1
ENSMUSG00000027171,Prrg4,228413,2,104661086,104680221,0.087746979759269,0.540547965581705,0.344943539354028,-0.609405588976438,-0.384597466739521,no,2
ENSMUSG00000027175,Tcp11l1,320554,2,104487633,104542514,0.176456021206817,0.626253961173582,0.564695502159819,-0.786294055204019,-0.661265615143513,no,2
ENSMUSG00000027177,Hipk3,15259,2,104256826,104324791,0.0730010302190023,0.637856183852195,0.585897283653742,-0.627167547969671,-0.671183040431727,no,2
ENSMUSG00000027184,Caprin1,53872,2,103593286,103627994,0.110223127997772,0.543112451613071,0.355509176204068,-0.307438697956589,-0.738814032888922,no,2
ENSMUSG00000027189,Trim44,80985,2,102130464,102238173,0.074442848786746,0.536684844712529,0.44117215871613,-0.665248701581905,-0.398159550164111,no,2
ENSMUSG00000027194,Ttc17,74569,2,94131112,94237034,0.133974143302822,0.534330674519016,0.340988549435225,-0.481597144989983,-0.583649273534348,no,2
ENSMUSG00000027195,Hsd17b12,56348,2,93863034,93988309,-0.0537983279050176,-0.674913862345999,-0.222736462354232,0.717094864790734,0.218459711881173,no,1
ENSMUSG00000027200,Sema6d,214968,2,123931889,124509690,0.217077476819118,0.629046777027225,0.435817264428363,-0.679407424034085,-0.712921637102776,no,2
ENSMUSG00000027203,Dut,110074,2,125089110,125100528,-0.252156684882441,-0.65767233126736,0.125678263084582,0.486311696691227,0.432150542430198,no,1
ENSMUSG00000027222,Pex16,18633,2,92205021,92211562,-0.0200870547299702,-0.461936712992388,-0.516206817129924,0.341140384263674,0.633660765553215,no,1
ENSMUSG00000027223,Mapk8ip1,19099,2,92214021,92231608,-0.159444509186883,-0.656264399301152,-0.21059259597437,0.827736855039077,0.263459331371706,no,1
ENSMUSG00000027239,Mdk,17242,2,91760150,91762642,-0.0372773372097851,-0.644448068016508,-0.395102518475912,0.60746722077463,0.443614700166991,yes,1
ENSMUSG00000027254,Map1a,17754,2,121120081,121141313,0.0674421455425205,0.90006236275301,0.489799382756284,-0.728939640818626,-0.703940662494114,no,2
ENSMUSG00000027272,Ubr1,22222,2,120690750,120801196,0.0943028946722835,0.511485658175797,0.556538312678114,-0.504590817539481,-0.685839414143026,no,2
ENSMUSG00000027288,Zfp106,20402,2,120337301,120394324,0.0738631582592355,0.829963030225032,0.419072003180835,-0.703735404526083,-0.60539656998134,no,2
ENSMUSG00000027312,Atrn,11990,2,130748415,130872253,0.0754411127722335,0.728112556245584,0.47664441391357,-0.642029696738562,-0.63407317441823,no,2
ENSMUSG00000027316,Gfra4,14588,2,130881552,130885008,-0.112354741129224,-0.458896370773384,-0.545248078294205,0.614080115915573,0.548443765897035,no,1
ENSMUSG00000027327,Adissp,67326,2,130988244,131002001,0.191113296504111,-0.783042242527299,-0.397322352189408,0.717283786683361,0.0633790189405951,no,1
ENSMUSG00000027340,Slc23a2,54338,2,131894416,131987028,0.098154104607049,0.625396190698585,0.439714007960574,-0.5576084146808,-0.627155117815857,no,2
ENSMUSG00000027342,Pcna,18538,2,132091082,132095234,-0.0408400939325442,-0.371165292197875,-0.744871249874931,0.46735185655615,0.689224408882118,no,1
ENSMUSG00000027365,Trpm7,58800,2,126633485,126718150,0.183446115810493,0.252496022772923,0.430384101671186,-0.781335552400686,-0.201533939480619,no,2
ENSMUSG00000027366,Sppl2a,66552,2,126732311,126775155,-0.11778080946204,0.434042654851834,0.599814911332305,-0.361207776653587,-0.430363151734438,no,2
ENSMUSG00000027375,Mal,17153,2,127475146,127498615,0.0636371619352893,-0.370766783132476,-0.624120364742772,0.833702862379179,0.0189220201814238,no,1
ENSMUSG00000027387,Zc3h8,57432,2,128768188,128785997,-0.416338978946687,-0.408524346949365,0.179904363909561,0.195352366520823,0.727817134096613,no,1
ENSMUSG00000027404,Snrpb,20638,2,130013555,130021323,-0.200765118470996,-0.321279771024666,-0.506176984857469,0.644828323071911,0.507194075882404,no,1
ENSMUSG00000027405,Nop56,67134,2,130116350,130121233,-0.0196166101132279,-0.418299334497596,-0.56962237621012,0.387847736725169,0.599544763805993,no,1
ENSMUSG00000027406,Idh3b,170718,2,130121229,130126467,-0.154702208310471,-0.622590459899722,-0.26103879917429,0.689552269437117,0.412923315855191,no,1
ENSMUSG00000027423,Snx5,69178,2,144092043,144112826,-0.32502402969869,0.0745294428104953,-0.191608710832261,0.777604750999455,-0.0855226441040369,no,1
ENSMUSG00000027438,Napb,17957,2,148535905,148574387,0.0901805017830189,0.800391889682321,0.227840381420031,-0.610424467036168,-0.508924358046234,no,2
ENSMUSG00000027447,Cst3,13010,2,148713642,148717612,-0.195819718911732,-0.44753009945716,-0.613501152379013,0.646907002745814,0.719514582231032,no,1
ENSMUSG00000027455,Nsfl1c,386649,2,151336102,151353334,-0.0368817293770095,-0.634887603480423,-0.437506655032405,0.593617543312899,0.4904124413197,no,1
ENSMUSG00000027463,Slc52a3,69698,2,151838431,151851178,0.148499249787036,-0.95937236981822,0.0693903216702773,0.288398669577752,0.261761993958072,no,1
ENSMUSG00000027474,Ccm2l,228788,2,152907875,152923655,-0.211599116622579,-0.539033109856642,-0.458319234412574,0.401902071955981,0.920829300581289,no,1
ENSMUSG00000027475,Kif3b,16569,2,153133333,153175310,-0.117826822518364,0.834494164309915,0.543148469822373,-0.456909316903223,-0.64499519746296,no,2
ENSMUSG00000027488,Snta1,20648,2,154218233,154250019,-0.205865996927802,-0.181842449435864,-0.676374532041596,0.545057499197239,0.658271439451104,no,1
ENSMUSG00000027502,Rtf2,66404,2,172282476,172311828,-0.332154352265116,-0.560635496100461,-0.275704547235452,0.942302165552885,0.428588369571896,yes,1
ENSMUSG00000027519,Rab22a,19334,2,173501553,173549136,-0.00699924027209015,0.8306027802809,0.401865533835307,-0.429491034141081,-0.721511711142406,no,2
ENSMUSG00000027520,Zdbf2,73884,1,63312424,63353735,0.0635643114717245,0.866744879090159,0.0360880228140575,-0.441775797430455,-0.500065909625101,no,2
ENSMUSG00000027523,Gnas,14683,2,174126113,174188537,-0.147967690402447,-0.443458930451996,-0.544865894877053,0.801783032429766,0.408530340232534,no,1
ENSMUSG00000027525,Phactr3,74189,2,177760768,177980285,-0.361461760231305,0.0783564817092798,-0.399798207441348,0.314241142629211,0.646288370316759,no,1
ENSMUSG00000027533,Fabp5,16592,3,10077608,10081667,-0.127229504734865,-0.10448578591673,-0.562975401238134,0.642125256546721,0.239280415067753,no,1
ENSMUSG00000027552,E2f5,13559,3,14643701,14671369,-0.381574436785975,0.12826143311095,-0.405424447829155,0.692724010037295,0.262882721815723,no,1
ENSMUSG00000027562,Car2,12349,3,14951333,14965830,0.0224470546486696,-0.433189775910688,-0.4281251502012,0.996154959166195,-0.210221526681984,no,1
ENSMUSG00000027566,Psma7,26444,2,179678167,179684226,-0.126868840137402,-0.72163448572705,-0.378806410561249,0.843921387591991,0.418403771792777,no,1
ENSMUSG00000027569,Mrgbp,73247,2,180223097,180228097,-0.125318118076753,-0.680553757537944,-0.329899137203085,0.730640496124968,0.442406292122155,no,1
ENSMUSG00000027577,Chrna4,11438,2,180660173,180685339,0.260870118660672,0.594035695974092,-0.187304464418884,-0.124107922176819,-0.68964304237017,no,2
ENSMUSG00000027581,Stmn3,20262,2,180948252,180956293,-0.167522816043091,-0.443699147419918,-0.45780832720184,0.74673756420595,0.410959909539482,no,1
ENSMUSG00000027597,Ahcy,269378,2,154901230,154916417,0.0522045298694077,-0.658646906075212,-0.443298229768888,0.74893823273936,0.206761733660344,no,1
ENSMUSG00000027598,Itch,16396,2,154975429,155068775,0.0188047986385354,0.523081029636473,0.59629472612265,-0.242928042944128,-0.86576602462931,no,2
ENSMUSG00000027602,Map1lc3a,66734,2,155118217,155119993,-0.103766772464461,-0.571288251594865,-0.587439451951404,0.850143845217882,0.442568355841708,no,1
ENSMUSG00000027605,Acss2,60525,2,155359868,155427644,0.0301125998416767,0.611493743470874,0.350307333019095,-0.296220267316469,-0.667320046940443,no,2
ENSMUSG00000027624,Epb41l1,13821,2,156262829,156385134,0.103310529782934,0.62727620123218,0.513007947086703,-0.709999770180466,-0.558804788489298,no,2
ENSMUSG00000027630,Tbl1xr1,81004,3,22130816,22270758,0.0785665468037546,0.687774619334186,0.415777381312856,-0.859030527454145,-0.324698378488461,no,2
ENSMUSG00000027652,Ralgapb,228850,2,158251768,158341173,0.0919387344901811,0.75915279422044,0.659579164561102,-0.812984479597089,-0.703377531690441,no,2
ENSMUSG00000027660,Skil,20482,3,31149207,31176726,0.0227040103707661,0.655515813567784,0.393192658930767,-0.458680246046849,-0.575133926803294,no,2
ENSMUSG00000027663,Zmat3,22401,3,32388941,32420163,0.0579640311266663,0.79930442922758,0.47370247655101,-0.721384527967634,-0.586450729846901,no,2
ENSMUSG00000027665,Pik3ca,18706,3,32451820,32522635,0.144092746427915,0.463709207177631,0.5786503026576,-0.730881635830253,-0.524997746322325,yes,2
ENSMUSG00000027673,Ndufb5,66046,3,32791139,32805715,-0.0868216682160642,-0.389462807870489,-0.481893779927561,0.521034340329615,0.469804932857305,no,1
ENSMUSG00000027674,Pex5l,58869,3,33003557,33197396,0.0696660490873935,0.811708117904746,0.279329639293462,-0.285091106845389,-0.860219893096954,no,2
ENSMUSG00000027677,Ttc14,67120,3,33853981,33869009,-0.0264261682097498,0.542721251859671,0.481807881048606,-0.471619651245327,-0.461436916307506,no,2
ENSMUSG00000027679,Dnajc19,67713,3,34110169,34135470,0.358856075079257,-1.05010301370017,-0.321314075754348,0.26618348620991,0.389726887380919,no,1
ENSMUSG00000027690,Slc2a2,20526,3,28752052,28785508,0.171142511259668,0.668451583094685,0.0111854452791678,-0.296673891385968,-0.626758233101104,no,2
ENSMUSG00000027698,Nceh1,320024,3,27237114,27338757,0.0242341214752285,0.598103917600791,0.408876122271034,-0.338523522137754,-0.661024237182291,no,2
ENSMUSG00000027706,Sec62,69276,3,30847024,30875412,-0.035855386047893,-0.596675082710644,-0.431273517139786,0.465395864924522,0.575576736950553,no,1
ENSMUSG00000027709,Mccc1,72039,3,36013461,36054827,0.225502742903611,0.407475347883308,0.711583612154535,-0.775774758902951,-0.703957722225999,no,2
ENSMUSG00000027737,Slc7a11,26570,3,49846975,50398063,0.101286087648288,0.799053993772528,0.193326043031529,-0.527770791106381,-0.575272066267834,no,2
ENSMUSG00000027763,Mbnl1,56758,3,60380251,60537171,0.00091893647158613,0.654568743326894,0.433212792875213,-0.487404809469264,-0.547437470280972,no,2
ENSMUSG00000027782,Kpna4,16649,3,68974482,69034446,-0.091734201609557,0.664742015796356,0.46641584201191,-0.509224711636599,-0.406003125372034,no,2
ENSMUSG00000027784,Ppm1l,242083,3,69224194,69468135,0.135562897489016,0.614846812027409,0.522278024529828,-0.867052079463779,-0.456070593363539,no,2
ENSMUSG00000027799,Nbea,26422,3,55532616,56091122,0.0452785591601852,0.874940356870243,0.502842646983345,-0.771623888860258,-0.612484897117802,no,2
ENSMUSG00000027804,Ppid,67738,3,79498649,79510957,-0.041413833826278,-0.466660318849649,-0.41007350130637,0.524042350696658,0.386277318751486,no,1
ENSMUSG00000027806,Tsc22d2,72033,3,58322136,58374204,0.0587826777117808,0.607553645171568,0.116252198212326,0.0818394138672656,-0.857885472815905,no,2
ENSMUSG00000027823,Gmps,229363,3,63883527,63930000,-0.0324468174212323,0.765445035306277,0.436184285678573,-0.399114100839457,-0.681946203382753,no,2
ENSMUSG00000027854,Sike1,66641,3,102903024,102915775,0.101672740734136,0.459960795369329,0.379247007016298,-0.666754887191948,-0.31205014519768,no,2
